n,T(n)
0,0.000919
1,0.0064624
2,0.0032538
3,0.0063734
4,0.0109936
5,0.0223784
6,0.0156352
7,0.2027258
8,0.1079806
9,0.1925944
10,0.4016842
11,0.2814528
12,0.402691
13,0.7197376
14,1.6588628
15,3.2302194
16,5.8033442
17,11.1021242
18,23.1665588
19,37.754888
20,74.7719626
21,153.3386124
22,306.1796238
23,618.1909964
24,1260.791844
25,2556.352315
26,5202.878953
27,10528.83162
28,21397.56522
29,43729.47594
30,90389.62841
